id,geometry,epsg
5250,POINT(2.27399022489 48.8289172784863),4326
5251,POINT(2.2856123334 48.8336051506863),4326
5279,POINT(2.29745157295 48.8399533839863),4326
5300,POINT(2.27229274766 48.8413071053863),4326
5301,POINT(2.26841504857 48.8292302853863),4326
5331,POINT(2.299107151 48.8319855676863),4326
5332,POINT(2.29927768395 48.8307024728863),4326
5346,POINT(2.28464770812 48.8481003768863),4326
5362,POINT(2.27826764028 48.8385831126863),4326
5369,POINT(2.27639101422 48.8413868815863),4326
5380,POINT(2.29214166153 48.8287010819863),4326
5407,POINT(2.27651169742 48.8413160215863),4326
5408,POINT(2.27084263517 48.8298058297863),4326
5419,POINT(2.29648825592 48.8418429902863),4326
5438,POINT(2.29251218653 48.8389391915863),4326
5459,POINT(2.31331465862 48.8372616884863),4326
5480,POINT(2.27360430206 48.8347600796863),4326
5484,POINT(2.30175677587 48.8457908684863),4326
5486,POINT(2.28008715021 48.8445886596863),4326
5539,POINT(2.31354143238 48.8417878757863),4326
5540,POINT(2.27803038487 48.8469484269863),4326
5560,POINT(2.28564246825 48.8483904657863),4326
5583,POINT(2.27695864654 48.8409147353863),4326
5597,POINT(2.30228339069 48.8428644542863),4326
5614,POINT(2.31768984161 48.8413305467863),4326
5619,POINT(2.28520225938 48.8471292743863),4326
5635,POINT(2.27274010632 48.8372277875863),4326
5662,POINT(2.28263095319 48.8497395970863),4326
5684,POINT(2.32057200526 48.8426660692863),4326
5697,POINT(2.29353098651 48.8520706122863),4326
5706,POINT(2.28926340417 48.8332004450863),4326
5729,POINT(2.30338406713 48.8471573334863),4326
5730,POINT(2.30190533971 48.8343685120863),4326
5731,POINT(2.27816951052 48.8322732390863),4326
5749,POINT(2.28834413272 48.8321426271863),4326
5765,POINT(2.27634757551 48.8389708878863),4326
5794,POINT(2.30084134197 48.8396428789863),4326
5804,POINT(2.30154217674 48.8506819248863),4326
5808,POINT(2.2890357631 48.8414946108863),4326
5820,POINT(2.28180118883 48.8362697866863),4326
5821,POINT(2.28305134088 48.8438845108863),4326
5842,POINT(2.27607827701 48.8380932058863),4326
5892,POINT(2.30327040076 48.8352038321863),4326
5895,POINT(2.28698444301 48.8415837966863),4326
5929,POINT(2.27922255629 48.8425407979863),4326
5958,POINT(2.26776531586 48.8292945991863),4326
5973,POINT(2.30154807033 48.8447457479863),4326
5974,POINT(2.29052481821 48.8566670221863),4326
5975,POINT(2.28948065424 48.8467803450863),4326
6003,POINT(2.27737886984 48.8313444701863),4326
6033,POINT(2.29698670826 48.8494339744863),4326
6035,POINT(2.29916412793 48.8486040103863),4326
6037,POINT(2.30053793468 48.8405144919863),4326
6038,POINT(2.27663310661 48.8412320980863),4326
6041,POINT(2.26665916511 48.8350936930863),4326
6054,POINT(2.29180668395 48.8313390895863),4326
6082,POINT(2.27585148352 48.8403329440863),4326
6094,POINT(2.2949561618 48.8270746572863),4326
6119,POINT(2.27090145507 48.8297991372863),4326
6164,POINT(2.26944427702 48.8280863753863),4326
6165,POINT(2.30668055678 48.8395406379863),4326
6179,POINT(2.28458226693 48.8343298627863),4326
6181,POINT(2.28235288992 48.8437581977863),4326
6182,POINT(2.28028253564 48.8405097730863),4326
6183,POINT(2.30692543731 48.8366358132863),4326
6209,POINT(2.2999742918 48.8325517217863),4326
6212,POINT(2.27420767525 48.8419101294863),4326
6213,POINT(2.26778766165 48.8301884510863),4326
6239,POINT(2.29493062492 48.8282074917863),4326
6255,POINT(2.31084917154 48.8472358313863),4326
6275,POINT(2.27748328412 48.8385100251863),4326
6276,POINT(2.27439914519 48.8418139880863),4326
6277,POINT(2.269493742 48.8309014349863),4326
6284,POINT(2.30886572761 48.8460021099863),4326
6287,POINT(2.27992231733 48.8323810545863),4326
6310,POINT(2.3021477998 48.8480431245863),4326
6311,POINT(2.30178633131 48.8483620971863),4326
6313,POINT(2.29864915692 48.8289755535863),4326
6333,POINT(2.29385025331 48.8384642076863),4326
6349,POINT(2.28428075597 48.8344395365863),4326
6352,POINT(2.29311711078 48.8365765107863),4326
6370,POINT(2.27868811482 48.8335224913863),4326
6381,POINT(2.27027504432 48.8386139458863),4326
6386,POINT(2.31256412915 48.8370132522863),4326
6392,POINT(2.27522647502 48.8413829164863),4326
6403,POINT(2.27892345072 48.8391494994863),4326
6415,POINT(2.30835220531 48.8458822608863),4326
6444,POINT(2.2754642469 48.8343243526863),4326
6446,POINT(2.29639197174 48.8270542163862),4326
6471,POINT(2.29242925548 48.8451223830863),4326
6476,POINT(2.27990198912 48.8412125087863),4326
6482,POINT(2.284418958 48.8435227350863),4326
6485,POINT(2.29105657525 48.8397340895863),4326
6495,POINT(2.29571666284 48.8312671046863),4326
